"gamma i of the SFR fission products (solid ONLY) calculated with EFR",,,,,,,,,,,,,,,,,,,,,
"Pd106",0.008667636,0.002601871,0.001967421,0.0003216126,0.001460391,0.00023822,0.01971912,0.02153563,0.01669485,0.01404083,0.01061066,0.006384053,0.005874033,0.01123212,0.01317018,0.0117473,0.0169449,0.01718079,0.01602426,,
"Pd107",0.009373939,0.002328944,0.001002982,0.0003979806,0.0008877498,0.0002939197,0.03249744,0.02995344,0.0204484,0.01532944,0.008693436,0.007885594,0.007186261,0.03634291,0.03413311,0.03548594,0.03634312,0.03339843,0.02415595,,
"Pd108",0.004395796,0.001340301,0.0005741088,0.0003584002,0.0006904152,0.0003499978,0.02942857,0.02650244,0.01732562,0.01290815,0.005815196,0.005099942,0.004380467,0.03612639,0.03284976,0.03281998,0.0347128,0.02957784,0.02281927,,
"Pd110",0.0005698354,0.0004098104,0.000207329,0.0002887561,0.0003971882,0.0003511322,0.01013373,0.006902974,0.005308035,0.004256892,0.001336037,0.001228017,0.0009525421,0.0262387,0.01986098,0.01728165,0.01753053,0.01275568,0.009473042,,
"Pm147",0.010116,0.00855546,0.008001937,0.00835247,0.006798775,0.01149708,0.009075454,0.008293979,0.007563858,0.007483921,0.008177927,0.009853235,0.009495672,0.01188156,0.01150888,0.01061112,0.009828644,0.009209853,0.008360716,,
"Pm148",0.0000155711,0.00001306073,0.00001234738,0.00001275154,0.00001050971,0.00001776279,0.00001396985,0.00001278996,0.00001163845,0.00001152159,0.00001261358,0.00001503384,0.00001448921,0.00001785779,0.00001743035,0.00001602047,0.0000149954,0.00001407005,0.00001287407,,
"Pm148m",0.00006783148,0.00005392251,0.00005462283,0.00005266027,0.00004452541,0.00007501394,0.00006086544,0.00005636488,0.00005058269,0.00005023542,0.00005560817,0.00006186018,0.00005964305,0.0000668553,0.00006830013,0.00006090775,0.00006167796,0.00005833248,0.00005614213,,
"Pm149",0.00003654705,0.00004960208,0.00001919148,0.00003656922,0.00001591886,0.00002663877,0.0000345522,0.00002728786,0.0000280977,0.00002789269,0.00002159127,0.00005349869,0.0000508318,0.0001181108,0.00009484137,0.000105495,0.00005981398,0.00005464496,0.00003465341,,
"Pm151",0.000009479973,0.0000161071,0.000004150473,0.000007760164,0.000003608515,0.000005114005,0.00001153879,0.000009079688,0.000009603549,0.000009281391,0.000005977874,0.00001430756,0.00001511186,0.00004174727,0.00002806049,0.0000330428,0.00002122376,0.00001853898,0.0000111746,,
"Pr141",0.03145407,0.02730597,0.03173517,0.03251747,0.03650777,0.03999311,0.02912096,0.02519517,0.02650409,0.02719956,0.02877011,0.02952644,0.02552048,0.02358418,0.02921353,0.02385529,0.02658493,0.02639394,0.02589588,,
"Pr143",0.0006046374,0.001142277,0.0005705263,0.001268515,0.0006916827,0.0008568039,0.0005977923,0.0005066918,0.0005833004,0.0005658605,0.0004808965,0.001027368,0.001127774,0.001830112,0.001494426,0.001793361,0.001012173,0.0009613817,0.0005097635,,
"Rb85",0.004309246,0.00786649,0.006317553,0.009041625,0.01016977,0.02229597,0.00153794,0.001884378,0.002091583,0.002996812,0.003234729,0.003011316,0.00456532,0.001041398,0.001176691,0.001279913,0.001246321,0.001457049,0.003006586,,
"Rb86",0.0000059851,0.00001066416,0.000008842159,0.00001235657,0.00001416252,0.00003065447,0.000002137228,0.000002633122,0.000002913495,0.000004199193,0.000004607769,0.000004084128,0.000006222496,0.000001377989,0.000001631478,0.000001903237,0.000001695714,0.000002007704,0.000004261235,,
"Rb87",0.009689955,0.01417041,0.01587087,0.02074467,0.02743144,0.04120401,0.003647347,0.004529651,0.005434403,0.00622008,0.00874399,0.007963833,0.01097488,0.002704585,0.003236415,0.003508715,0.00332189,0.003917925,0.007442337,,
"Rh103",0.03078966,0.02047959,0.01736514,0.006568559,0.008422047,0.0008376777,0.03146617,0.03216322,0.03527324,0.03452938,0.03559411,0.03629366,0.02701278,0.02446412,0.02807288,0.02845926,0.03070018,0.03236926,0.03359373,,
"Rh105",0.02074738,0.009014412,0.00726955,0.001357782,0.002749535,0.0003605579,0.04056838,0.03981411,0.03133879,0.03004769,0.0254521,0.02185058,0.01730579,0.03609122,0.03735672,0.04010367,0.03763262,0.03817546,0.03007413,,
"Ru100",0.00274746,0.002016932,0.002874229,0.002149388,0.002233757,0.001226783,0.00226029,0.002486296,0.002651655,0.002642904,0.002858977,0.002064108,0.002321323,0.0007438686,0.001042646,0.0008683199,0.001343547,0.001488231,0.00233173,,
"Ru101",0.03514497,0.03542078,0.02924654,0.02540075,0.02094735,0.004646824,0.0323994,0.03444457,0.03529229,0.04005091,0.03808882,0.04463191,0.03628128,0.02608999,0.02934034,0.0301652,0.02859552,0.03109614,0.03417224,,
"Ru102",0.03878991,0.02875017,0.02871985,0.0167533,0.0169116,0.002503738,0.03925396,0.04141665,0.04078908,0.04464288,0.04417979,0.04929274,0.03791676,0.02974182,0.03315036,0.03396155,0.03464721,0.03696912,0.0415342,,
"Ru103",0.002306205,0.002744658,0.001051192,0.000885666,0.0006110597,0.00006438979,0.002353921,0.002050627,0.002722805,0.002562561,0.002278889,0.005013767,0.003719938,0.006287844,0.005625175,0.007280036,0.00424976,0.004197364,0.002515058,,
"Ru104",0.02633219,0.01516125,0.01323415,0.003353994,0.005921694,0.0005359645,0.03986385,0.04193247,0.03994795,0.03921483,0.03476995,0.03267125,0.0260903,0.03403963,0.03678031,0.03988715,0.03652336,0.03776327,0.03470572,,
"Ru106",0.007218732,0.00345314,0.001268348,0.0004092308,0.0008419096,0.0001608866,0.01686051,0.01686583,0.01477093,0.01184972,0.007994472,0.008715347,0.008191065,0.0283484,0.02634514,0.02933948,0.024653,0.02379319,0.0139448,,
"Sb121",0.0001125537,0.0005664635,0.0002666607,0.0002898895,0.0004676385,0.0003722873,0.00007507166,0.00009922677,0.0002003913,0.0003017875,0.0001803105,0.0001157846,0.0002867462,0.0005070483,0.000255167,0.0002281101,0.0002490577,0.0001952313,0.0003863864,,
"Sb123",0.0001083337,0.0006160898,0.0002737462,0.0002727094,0.0005058472,0.0003469189,0.0001449705,0.0002203233,0.0002559181,0.0003765578,0.0002837756,0.000167164,0.0002607162,0.0007290471,0.0004048238,0.000418446,0.0005060845,0.0004468197,0.0005519182,,
"Sb124",0.0000005767936,0.000003140806,0.000001539411,0.000002002295,0.000005167952,0.00000184536,0.0000007763783,0.000001225731,0.000001530155,0.000002886066,0.000003391942,0.0000009102931,0.000001764206,0.000004572544,0.000004830687,0.00001512819,0.000002834223,0.00000348016,0.000005519008,,
"Sb125",0.00008970425,0.0008043769,0.0002904038,0.0002900771,0.000652574,0.0002492387,0.0002403486,0.000396413,0.000373412,0.0005950465,0.000532557,0.000303951,0.0004369407,0.001484719,0.0008609577,0.001094973,0.001114268,0.001031606,0.0008440618,,
"Sb126",0.000001684925,0.00001101734,0.000002100125,0.000003550711,0.000007582358,0.000001386931,0.000003404581,0.00000317723,0.000005154837,0.000005118214,0.000004578748,0.000004486347,0.000006270519,0.00003307164,0.00001777733,0.00002721338,0.0000168139,0.00001446483,0.000006859365,,
"Se76",0.0000001679674,0.0000003775598,0.0000003450369,0.000000697412,0.000001067904,0.0000007650974,0.0000004788398,0.0000005136556,0.0000003258953,0.000000787877,0.0000005689212,0.0000003503755,0.0000006608628,0.0000002000904,0.0000002275325,0.0000001921301,0.0000002774791,0.0000002992768,0.000001145456,,
"Se77",0.00001717927,0.00006761099,0.0000479216,0.0001189988,0.0001388182,0.00006327993,0.00004134529,0.00004378956,0.00003467148,0.00007158156,0.00005220755,0.00005107788,0.00009636248,0.00003450327,0.00003304179,0.0000340988,0.00003259542,0.00003504935,0.00009017322,,
"Se78",0.00004518156,0.000149142,0.0001172394,0.0002563609,0.0003159327,0.0001987041,0.0000796364,0.00008706722,0.00007275539,0.0001416311,0.000106556,0.0001024019,0.0001935612,0.0000599836,0.00005890732,0.00006144132,0.00005967697,0.00006531359,0.0001668425,,
"Se79",0.00010082,0.0002938164,0.0002458536,0.0004916874,0.0006152478,0.0005149915,0.0001350985,0.0001525727,0.0001339689,0.0002465149,0.0001891216,0.0001850256,0.0003500882,0.00009752984,0.00009724678,0.000103358,0.00009930554,0.0001102011,0.0002711685,,
"Se80",0.0002308864,0.0005897599,0.0005387078,0.0009600499,0.001243901,0.001330227,0.0002460163,0.0002906594,0.0002617548,0.0004602948,0.0003584752,0.0003444023,0.0006524244,0.0001619613,0.0001653882,0.0001771005,0.0001723701,0.0001940397,0.0004726251,,
"Se82",0.0009424608,0.001925261,0.001988192,0.002962084,0.003860074,0.0064898,0.0006816287,0.0009009136,0.0008179527,0.001346065,0.001035402,0.0009960944,0.001899106,0.0003980637,0.0004213609,0.000458311,0.0004466729,0.0005129558,0.001176547,,
"Sm147",0.003221166,0.001822648,0.002801623,0.001781371,0.002214509,0.003665706,0.002889767,0.00284536,0.002373815,0.002394195,0.002790914,0.002060765,0.001991961,0.001510793,0.001806021,0.001354198,0.002052831,0.001999835,0.002651869,,
"Sm148",0.001738053,0.0009080466,0.001532918,0.0008876578,0.001192201,0.001966465,0.001559074,0.001552802,0.001278038,0.001292989,0.001522795,0.001023254,0.000989813,0.0006775637,0.0008478019,0.0006143568,0.001019261,0.0009996219,0.001431024,,
"Sm149",0.008067674,0.006539648,0.005207826,0.004820119,0.001797471,0.002929155,0.007644937,0.007014326,0.00602444,0.006213441,0.005524651,0.006858043,0.006534048,0.00882092,0.008769589,0.007911454,0.007648216,0.007420753,0.00766768,,
"Sm150",0.001757107,0.0009800429,0.001230692,0.0007259236,0.002597065,0.004089396,0.00166577,0.00163393,0.001302282,0.001389581,0.001357661,0.001009708,0.0009706706,0.0008475874,0.001095593,0.001020211,0.001133341,0.001166151,0.001792886,,
"Sm151",0.003607029,0.003771247,0.001936981,0.001817657,0.001330316,0.001815013,0.00440866,0.00400353,0.003558513,0.003571285,0.002635553,0.00325966,0.003451321,0.005684479,0.004691278,0.00453721,0.004819115,0.004461638,0.004271429,,
"Sm152",0.004238972,0.003799679,0.002422219,0.001632693,0.001751977,0.002680034,0.005718014,0.00536371,0.004579587,0.004596621,0.003206149,0.003263191,0.003357791,0.005882728,0.005070204,0.004559661,0.005460868,0.005009257,0.006531741,,
"Sm153",0.000008148224,0.00001095511,0.000003068524,0.00000448475,0.000002650602,0.000004782183,0.00001069565,0.0000078091,0.00001099228,0.000008085521,0.00000524528,0.00001104822,0.0000109938,0.00004581321,0.00003249977,0.0000339314,0.00002221353,0.00001842084,0.00001370846,,
"Sm154",0.001355708,0.0008422668,0.0006530057,0.0003612458,0.0003886857,0.0003726946,0.002439926,0.002119015,0.001710294,0.00153667,0.0009767335,0.001058305,0.00108346,0.003205692,0.003010333,0.002278242,0.002556018,0.002169358,0.003058655,,
"Sn114",0.0000001666135,0.0000002338152,0.0000001965874,0.0000001943237,0.0000003376932,0.0000003686112,0.000002011037,0.000001169212,0.0000008233466,0.0000007050451,0.0000002976895,0.0000001652665,0.0000001686291,0.000003914368,0.000002624816,0.000001509246,0.000003253286,0.000002026051,0.000002321287,,
"Sn115",0.000000001873742,0.000000002025896,0.00000000229897,0.000000001683844,0.000000003842773,0.000000004152217,0.00000002260406,0.00000001357468,0.000000009199212,0.000000007945472,0.000000003446268,0.000000001415,0.000000001447616,0.00000002295665,0.00000001822803,0.000000008874468,0.00000002785442,0.00000001771773,0.00000002602759,,
"Sn116",0.00001414014,0.00001919748,0.00001091628,0.00001405557,0.0000238667,0.00002646914,0.00004564398,0.00002919263,0.00002415814,0.00002949504,0.00001279342,0.000006566517,0.00001142856,0.0001208389,0.00007619805,0.00004494296,0.00008635496,0.00005061102,0.00006014736,,
"Sn117",0.00016002,0.0004858909,0.0002289436,0.0003141651,0.000355126,0.0004042728,0.0002318811,0.0001660266,0.0002431771,0.0003297722,0.0001551269,0.0001154454,0.0002997025,0.001835561,0.0008847228,0.0006183336,0.0007253041,0.0004061196,0.0005075117,,
"Sn118",0.0001489571,0.0005239969,0.0002538224,0.0003190841,0.0003673788,0.0004158826,0.0001427486,0.000113341,0.0002243853,0.0003192399,0.000157696,0.0001120758,0.0003170613,0.001200317,0.0005677888,0.0003963548,0.0004676082,0.0002646422,0.0004338093,,
"Sn119",0.0001330315,0.0005377217,0.0002596088,0.0003083238,0.0004395574,0.0003997297,0.00008862322,0.00008170151,0.0002058182,0.000309449,0.0001561492,0.0001078955,0.0003113947,0.0007918325,0.0003661739,0.0002627212,0.0003046206,0.0001819378,0.0003780431,,
"Sn120",0.0001258161,0.0005686543,0.0002767473,0.0003079595,0.0005062002,0.0004032067,0.00007349612,0.00008547376,0.0002063969,0.000312858,0.0001699002,0.0001117987,0.0003089446,0.0005910211,0.0002763552,0.0002143254,0.0002464886,0.000167031,0.0003788732,,
"Sn122",0.0001114599,0.00060461,0.0002811918,0.000292508,0.0004976214,0.0003746728,0.000104211,0.0001488712,0.0002272401,0.0003389693,0.000228732,0.0001380399,0.0002719586,0.0005738694,0.0003131517,0.0003181793,0.0003466824,0.0002976674,0.0004701547,,
"Sn123",0.000001909324,0.00001909999,0.000005935472,0.00001654969,0.00002937943,0.000006260695,0.000002621333,0.00000413266,0.000007455232,0.00001617349,0.00001681917,0.000006084545,0.000013673,0.00003191561,0.00003363872,0.00006765736,0.00001836183,0.00002321472,0.00003043138,,
"Sn124",0.0001193961,0.0007431918,0.000309691,0.0003062052,0.000689803,0.000348223,0.0002232488,0.0003655322,0.0003505181,0.0005279241,0.0004307476,0.0002465965,0.0003448675,0.001125078,0.0006620966,0.0007330759,0.0008545315,0.0007762234,0.0007772564,,
"Sn125",0.000000387011,0.000009553671,0.000002195987,0.000005041674,0.000008088857,0.000001287106,0.000001381875,0.000002538585,0.000003691688,0.00000637063,0.000005938124,0.00000432793,0.000007470711,0.00004147643,0.00002175207,0.00004033413,0.00001651637,0.000017243,0.00001089382,,
"Sn126",0.0005383439,0.001619873,0.0005265313,0.0004608334,0.001832032,0.0003537584,0.0009921846,0.0008700535,0.001173272,0.001141229,0.001191725,0.0005665653,0.0008050594,0.002442613,0.001648046,0.002040955,0.00196702,0.001968382,0.001497805,,
"Sr86",0.00009255043,0.0001149012,0.0001476062,0.0001337914,0.0002257798,0.0004742928,0.00003304859,0.00004325862,0.00004468064,0.00006574703,0.00007721432,0.00004328053,0.00006632024,0.000009108374,0.00001340242,0.00001310725,0.00001798678,0.0000221696,0.00006702584,,
"Sr87",0.0000004526174,0.0000004358344,0.0000007520402,0.0000005308863,0.000001211798,0.000002282883,0.0000001618262,0.0000002193701,0.0000002222359,0.0000003403011,0.0000004672716,0.0000001641072,0.0000002596334,0.00000002880121,0.00000006073348,0.00000009684608,0.00000006971734,0.00000009396587,0.000000384664,,
"Sr88",0.01296067,0.01732294,0.02249279,0.02603483,0.03203605,0.04290459,0.005019695,0.005910245,0.006219555,0.00898226,0.01136517,0.0109045,0.01372658,0.003737814,0.004579457,0.004901648,0.004642813,0.00547151,0.009064118,,
"Sr89",0.001554405,0.003101809,0.001887702,0.004449026,0.003140673,0.003756031,0.0007320792,0.0007020818,0.0008323244,0.0008734604,0.001024168,0.002122635,0.002108468,0.001251869,0.001272784,0.001629005,0.0009353844,0.001039995,0.0009713848,,
"Sr90",0.01996426,0.02531601,0.03368907,0.03548322,0.04075204,0.05020185,0.009590001,0.009193501,0.01198865,0.01241464,0.01768989,0.01854814,0.02072087,0.006747818,0.008312604,0.008641618,0.008479437,0.009951541,0.01339508,,
"Tb159",0.00004481072,0.00001428653,0.00001723992,0.000006395896,0.00001178444,0.0000005715773,0.0002593101,0.00017654,0.0001749464,0.0001560067,0.00005099331,0.00005650215,0.00007011298,0.0005815885,0.0005612063,0.0003324389,0.0003463907,0.0002476203,0.0004203659,,
"Tb160",0.000001627487,0.0000004706611,0.0000006420585,0.0000002110004,0.0000004221752,0.00000001992714,0.000009443262,0.000006553984,0.000006339962,0.000005711947,0.000001924522,0.000001853294,0.000002304888,0.00001660531,0.00001817153,0.00001197029,0.00001139804,0.000008336106,0.000015811,,
"Tc99",0.03484047,0.03809305,0.03351654,0.04047341,0.02839615,0.0166438,0.02820869,0.02920198,0.03386505,0.03297733,0.03406522,0.03843638,0.0442513,0.0223343,0.02546483,0.02587558,0.0251467,0.02681068,0.02962374,,
"Te122",0.000005060852,0.00001774262,0.00001297206,0.000009131296,0.00002184869,0.00001673803,0.000003374999,0.000004747177,0.00000890787,0.0000137087,0.000008883904,0.000003562908,0.000008869029,0.000009699773,0.000005984943,0.000004400375,0.000007652071,0.000006243219,0.00001760383,,
"Te123",0.0000001234908,0.0000003345959,0.0000003290355,0.0000001729049,0.0000005465789,0.0000004061772,0.00000008232001,0.0000001195738,0.0000002161373,0.0000003370348,0.0000002324968,0.00000006641964,0.0000001660156,0.0000001242074,0.00000009142625,0.00000006700082,0.0000001426337,0.0000001193152,0.0000004357717,,
"Te124",0.00000255532,0.000009948179,0.000007613127,0.000007361275,0.00003504553,0.000008192903,0.000003454456,0.000005924402,0.000007397696,0.00001672163,0.00002647786,0.000002930381,0.000006204195,0.000009637465,0.00001397577,0.00003740677,0.000009232229,0.00001330841,0.00003577233,,
"Te125",0.00005643643,0.0004024609,0.0001936441,0.0001455763,0.0004163024,0.0001568611,0.0001511629,0.0002610006,0.000232793,0.0003761614,0.0003496139,0.0001506245,0.000217208,0.0005904043,0.0003747684,0.000437827,0.0005519447,0.0005222422,0.0005299043,,
"Te126",0.00007958684,0.0002901149,0.0001220077,0.00009335597,0.0003728753,0.00006419967,0.000160623,0.0001744455,0.0002350783,0.0002414722,0.0002498924,0.0001150451,0.0001603416,0.0004559958,0.000312823,0.0003767364,0.0004312729,0.0003922282,0.000320109,,
"Te127m",0.00002577845,0.00011761,0.00004599144,0.0000432272,0.00009705272,0.00001477223,0.00006014723,0.00004861284,0.00008205842,0.00009657408,0.00006745861,0.00005415274,0.0001254397,0.0003096306,0.0001984488,0.0002874863,0.0001814023,0.0001724933,0.00007362193,,
"Te128",0.001773205,0.003301158,0.003050367,0.002008604,0.008189611,0.001036874,0.003182832,0.003445041,0.005149339,0.005902055,0.004782005,0.002024745,0.004688873,0.006925707,0.005556564,0.006686349,0.006285749,0.006382744,0.003502688,,
"Te129m",0.00008155863,0.0001997037,0.0001292284,0.0001961344,0.0002548627,0.00006193478,0.0001551482,0.0001941517,0.0002275745,0.0001892368,0.0001859451,0.0001416561,0.0004638857,0.0007744294,0.0005520019,0.0008273467,0.0004232352,0.0004203665,0.000188447,,
"Te130",0.01045437,0.009104694,0.01316625,0.01031246,0.0153553,0.0055198,0.01146377,0.01422581,0.0165259,0.02030463,0.01402948,0.005833422,0.01394296,0.0148849,0.0129114,0.01441196,0.0155788,0.01570328,0.01301142,,
"Te132",0.000151228,0.0002172452,0.0001180458,0.0002997596,0.0001341001,0.00008495089,0.0001381423,0.0001197932,0.0001500835,0.0001574875,0.000126719,0.0004928921,0.0002669789,0.0004223125,0.0002959121,0.0004036185,0.0002549331,0.0002408822,0.000144781,,
"Xe128",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe129",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe131",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe132",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe133",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe135",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Xe136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Y89",0.01712723,0.01854465,0.02616146,0.02661226,0.03628556,0.04145087,0.00807372,0.009153167,0.008875865,0.0097217,0.013273,0.01229784,0.01225983,0.003817071,0.005015031,0.004990825,0.005401697,0.006419086,0.01069597,,
"Y90",0.0000003215824,0.0000003468244,0.0000004917185,0.0000004982871,0.0000006863344,0.0000007824513,0.0000001516,0.0000001720068,0.0000001667237,0.0000001828491,0.0000002505049,0.0000002299976,0.0000002295499,0.00000007123794,0.00000009465871,0.00000009731789,0.0000001010953,0.0000001204578,0.0000002017082,,
"Y91",0.00253138,0.006105558,0.002707491,0.006587068,0.003677981,0.00439165,0.001022186,0.0009493838,0.001462952,0.001522737,0.001839502,0.003964332,0.004071464,0.002417987,0.002323619,0.002921527,0.001854892,0.002044073,0.001438486,,
"Zr90",0.000032916,0.00002480576,0.00005400357,0.00003567558,0.00007165292,0.00008013121,0.00001550922,0.00001862155,0.00001688333,0.00001882128,0.00002717794,0.00001617486,0.00001620688,0.000003132503,0.000005126496,0.000004392028,0.000007108355,0.000008763091,0.0000206798,,
"Zr91",0.02348909,0.03085507,0.03143011,0.03330027,0.0357421,0.04079258,0.009490257,0.01039029,0.01314483,0.01427018,0.02000883,0.01942112,0.02001756,0.006255824,0.007760167,0.007594439,0.009058392,0.01065728,0.01333121,,
"Zr92",0.02674614,0.0405858,0.03705673,0.04219558,0.04094098,0.04497537,0.01283973,0.01419385,0.01754868,0.01924841,0.02611746,0.02820842,0.02797576,0.01076205,0.01204644,0.01264259,0.01354754,0.01546585,0.01685212,,
"Zr93",0.01547915,0.01707878,0.01810891,0.01992379,0.02139833,0.01875309,0.008450628,0.009025536,0.01117723,0.01188483,0.01423731,0.01477134,0.01592516,0.006065595,0.006681091,0.00724366,0.007502223,0.008504496,0.00954497,,
"Zr94",0.03145181,0.03266909,0.03931544,0.04114791,0.043344,0.03470822,0.01845237,0.02023973,0.02503725,0.02731221,0.03207786,0.03182772,0.03175125,0.01437574,0.0164966,0.01760741,0.01684576,0.01910204,0.02106048,,
"Zr95",0.003394106,0.008097043,0.003501105,0.00694697,0.004070316,0.003720605,0.002223865,0.002117083,0.00302864,0.002975529,0.003021383,0.005908027,0.006381921,0.004795685,0.00427637,0.005732895,0.00344785,0.003719023,0.002486597,,
"Zr96",0.03699302,0.03204667,0.03820011,0.03881348,0.03585948,0.03338736,0.02516238,0.02599684,0.02899287,0.03056567,0.03337545,0.03303232,0.03399581,0.01802678,0.02071094,0.02136938,0.02125649,0.02405894,0.02560331,,
